Target,Biomarker_category,Biomarker_measure,N_trials,N_PDneuro_trials,Drugs
INSR,PK,Pharmacokinetics (PK): Insulin Lispro or Insulin Aspart Area Under the Concentration Curve From Zero to Seven Hours (AUC 0-7h) Following Administration of Each Study Arm,1,0,Insulin
INSR,PK,Pharmacokinetics (PK): Maximum Drug Concentration (Cmax) of LY2605541 and Insulin Lispro,1,0,Insulin
INSR,PK,Pharmacokinetics (PK): Maximum Serum Concentration (Cmax) of Insulin Glargine and Lantus,1,0,Insulin
INSR,PK,Pharmacokinetics (PK): Pharmacokinetics (PK): Area Under the Insulin Lispro Curve (AUC) 0 to 5 hours after Bolus Administration Prior to a Mixed Meal Tolerance Text (MMTT),1,0,Insulin
INSR,PK,Pharmacokinetics (PK): Plasma Serum Concentrations of Orforglipron,1,0,Insulin
INSR,PK,Pharmacokinetics (PK): Steady State Area Under the Concentration Time Curve From Zero to Tau (AUC 0-Tau) of Tirzepatide,1,0,Insulin
INSR,PK,Pharmacokinetics (PK): Time to Maximum Concentration (Tmax) of LY3192767,1,0,Insulin
INSR,PK,Pharmacokinetics (PK): Time to Maximum Observed Insulin Lispro Concentration (Tmax) Following Administration of LY900014 and Insulin Lispro (Humalog),1,0,Insulin
INSR,PK,Pharmacokinetics (PK): Time to Reach Peak Concentration (tmax) of LY2605541 and Insulin Lispro,1,0,Insulin
INSR,PK,Pharmacokinetics (PK): Under the Concentration Curve Zero Through 5 Hours (AUC 0-5h) for Prandial Insulin Lispro,1,0,Insulin
INSR,PK,Pharmacokinetics - Drug (LY2605541) Concentration at Steady State (Css) at Week 12 Endpoint,1,0,Insulin
INSR,PK,Pharmacokinetics - Drug (LY2605541) Concentration at Steady State (Css) at Week 8 Endpoint,1,0,Insulin
INSR,PK,Pharmacokinetics of Insulin,1,0,Insulin
INSR,PK,Pharmacokinetics of Insulin as Demonstrated by 24-hour Average Plasma Insulin Concentration.,1,0,Insulin
INSR,PK,Pharmacokinetics of Insulin as Demonstrated by 24-hour Plasma Insulin Area Under the Plasma Concentration-time Curve (AUC),1,0,Insulin
INSR,PK,Pharmacokinetics of Insulin as Demonstrated by Maximum Plasma Insulin Concentration,1,0,Insulin
INSR,PK,Pharmacokinetics of Insulin as Demonstrated by the Time to the Maximum Plasma Insulin Concentration,1,0,Insulin
INSR,PK,Pharmacokinetics of liraglutide with and without insulin detemir,1,0,Insulin
INSR,PK,Pharmacokinetics of Paracetamol,1,0,Insulin
INSR,PK,Pharmacokinetics of Pramlintide,1,0,Insulin
INSR,PK,Pharmacokinetics of tesaglitazar,1,0,Insulin
INSR,PK,Pharmacokinetics of the PassPort(R) Transdermal Insulin Delivery System in Type 1 Diabetes Patients (Cmax),1,0,Insulin
INSR,PK,Pharmacokinetics: Area under the concentration curve (AUC),1,0,Insulin
INSR,PK,Pharmacokinetics: Area Under the Concentration Curve (AUC) of Insulin Peglispro,1,0,Insulin
INSR,PK,Pharmacokinetics: Area Under the Concentration Curve (AUC) of LY3374849,1,0,Insulin
INSR,PK,Pharmacokinetics: Area Under The Concentration Curve Zero to Infinity (AUC[0-∞]) of LY3209590,1,0,Insulin
INSR,PK,Pharmacokinetics: Area Under the Concentration vs. Time Curve From Time Zero to Infinity of Free Insulin,1,0,Insulin
INSR,PK,Pharmacokinetics: Area Under the Concentration vs. Time Curve From Time Zero to Infinity of Insulin Aspart,1,0,Insulin
INSR,PK,Pharmacokinetics: Area Under the Concentration vs. Time Curve From Time Zero to Infinity of Insulin Detemir,1,0,Insulin
INSR,PK,Pharmacokinetics: Area Under the Concentration vs. Time Curve From Time Zero to the Time of the Last Measured Level of Free Insulin,1,0,Insulin
INSR,PK,Pharmacokinetics: Area Under the Concentration vs. Time Curve From Time Zero to the Time of the Last Measured Level of Insulin Aspart,1,0,Insulin
INSR,PK,Pharmacokinetics: Area Under the Concentration vs. Time Curve From Time Zero to the Time of the Last Measured Level of Insulin Detemir,1,0,Insulin
INSR,PK,Pharmacokinetics: Area under the insulin lispro serum concentration. Time curve from t=0 to 6 hours,1,0,Insulin
INSR,PK,Pharmacokinetics: Area Under the Plasma Concentration Versus Time Curve (AUC) of Insulin Aspart Following Administration of Either SAR341402 (Switching Arm) or NovoLog (Non-switching Arm),1,0,Insulin
INSR,PK,Pharmacokinetics: AUCins/lisp(0-10h): Area under the human insulin / insulin lispro serum concentration,1,0,Insulin
INSR,PK,Pharmacokinetics: Cmax of Free Insulin,1,0,Insulin
INSR,PK,Pharmacokinetics: Cmax of Insulin Aspart,1,0,Insulin
INSR,PK,Pharmacokinetics: Cmax of Insulin Detemir,1,0,Insulin
INSR,PK,Pharmacokinetics: Cmax(ins/lisp),1,0,Insulin
INSR,PK,Pharmacokinetics: Early t0.5max ins/lisp,1,0,Insulin
INSR,PK,Pharmacokinetics: Early t0.5max(Lisp),1,0,Insulin
INSR,PK,Pharmacokinetics: Insulin Lispro Area Under the Concentration Versus Time Curve (AUC) for Each Treatment Arm,1,0,Insulin
INSR,PK,Pharmacokinetics: Maximum concentration (Cmax),1,0,Insulin
INSR,PK,Pharmacokinetics: Maximum Observed Plasma Concentration (Cmax) of Insulin Aspart Following Administration of Either SAR341402 (Switching Arm) or NovoLog (Non-switching Arm),1,0,Insulin
INSR,PK,Pharmacokinetics: Observed Maximum Concentration (Cmax) of Insulin Peglispro,1,0,Insulin
INSR,PK,Pharmacokinetics: Terminal Phase Elimination Half-life (T½) - Parameter of Free Insulin,1,0,Insulin
INSR,PK,Pharmacokinetics: Terminal Phase Elimination Half-life (T½) - Parameter of Insulin Aspart,1,0,Insulin
INSR,PK,Pharmacokinetics: Terminal Phase Elimination Half-life (T½) - Parameter of Insulin Detemir,1,0,Insulin
INSR,PK,Pharmacokinetics: Time of maximum concentration (Tmax),1,0,Insulin
INSR,PK,Pharmacokinetics: Time of Maximum Observed Drug Concentration (Tmax) of Insulin Peglispro,1,0,Insulin
INSR,PK,Pharmacokinetics: Time to Reach Maximum Observed Plasma Concentration (Tmax) of Insulin Aspart Following Administration of Either SAR341402 (Switching Arm) or NovoLog (Non-switching Arm),1,0,Insulin
INSR,PK,Pharmacokinetics: Tmax of Free Insulin,1,0,Insulin
INSR,PK,Pharmacokinetics: Tmax of Insulin Aspart,1,0,Insulin
INSR,PK,Pharmacokinetics: Tmax of Insulin Detemir,1,0,Insulin
INSR,PK,Pharmacokinetics: Tmax(ins/lisp) - Time to maximum observed serum human insulin concentration and insulin lispro concentration,1,0,Insulin
INSR,PK,Pharmacokinetics: Tmax(lisp),1,0,Insulin
INSR,PK,Pharmacokinetics: tmax(Lisp) - Time from t=0 hours to maximum observed insulin lispro concentration,1,0,Insulin
INSR,PK,Pharmacokinetics: Within-participant variability of time to maximum drug concentration (tmax) of BC106 insulin lispro,1,0,Insulin
INSR,PK,PK endpoint- Area under the insulin concentration curve(AUCins).0-2h,1,0,Insulin
INSR,PK,PK endpoint- Area under the insulin concentration curve(AUCins).0-6h,1,0,Insulin
INSR,PK,PK endpoint- Area under the insulin concentration curve(AUCins).0-infinity,1,0,Insulin
INSR,PK,PK endpoint- Area under the insulin concentration curve(AUCins).6-12h,1,0,Insulin
INSR,PK,"PK endpoints such as C max/ins, t max/ins, AUC ins 0-120 min, AUC ins 360-720 min, AUC ins 0-720 min",1,0,Insulin
INSR,PK,PK endpoints:Area under the insulin concentration curve(AUCins).0-12h,1,0,Insulin
INSR,PK,"PK endpts: AUC0-4h, AUC0-6h, AUC0-12h, AUC6-12h, AUC6-24h,tmax,and elimination rate constant. PD endpoints: AUCGIR0-4h, AUCGIR0-6h, AUCGIR0-12h,AUCGIR0-24h, AUCGIR6-12h, AUCGIR6-24h, GIRmax and tGIRmax Safety : AEs,haema",1,0,Insulin
INSR,PK,"PK measures for RAA (8U) as measured by area under the concentration-time curve (AUC 0-360) - timepoints 0, 5, 10, 15, 20, 30, 40, 50, 60, 75, 90, 105, 120, 150, 180, 210, 240, 270, 300 and 360 minutes post-RAA dosing",1,0,Insulin
INSR,PK,"PK measures for TI Inhalation Powder (20U) as measured by area under the concentration-time curve (AUC 0-360) - timepoints: 0, 3, 6, 9, 12, 15, 20, 30, 40, 50, 60, 75, 90, 105, 120, 150, 180, 240, 300 and 360 minutes pos",1,0,Insulin
INSR,PK,PK: Area Under the Concentration Versus Time Curve From Time Zero to 24 Hours (AUC[0-24]) of Insulin Glargine and Lantus,1,0,Insulin
INSR,PK,PK: Area Under the Concentration-Time Curve from Time Zero to Infinity (AUC[0-inf] of LY3192767,1,0,Insulin
INSR,PK,"PK: AUCins.0-12h, area under the serum insulin concentration time curve from 0 to 12 hours",1,0,Insulin
INSR,PK,"PK: AUCins.0-24, harea under the serum insulin concentration curve from 0-24 hours",1,0,Insulin
INSR,PK,"PK: AUCins.0-24h, area under the serum insulin concentration curve from 0 to 24 hours",1,0,Insulin
INSR,PK,"PK: AUCins.0-4h,area under the serum insulin concentration time curve from 0 to 4 hours",1,0,Insulin
INSR,PK,"PK: AUCins.0-6h,area under the serum insulin concentration time curve from 0 to 6 hours",1,0,Insulin
INSR,PK,"PK: AUCins.0-infinity, area under the serum insulin concentration time curve from 0 (dosing) to infinity",1,0,Insulin
INSR,PK,"PK: AUCins.6-12h, area under the serum insulin concentration time curve from 6 to 12 hours",1,0,Insulin
INSR,PK,PK: Insulin Lispro Area Under the Concentration-Time Curve From Time Zero to 30 Minutes (AUC[0-30min]) (Part B),1,0,Insulin
INSR,PK,PK: Maximum Concentration (Cmax) of LY4057996,1,0,Insulin
INSR,PK,PK: Maximum Concentration (Cmax) of Treprostinil (Part A),1,0,Insulin
INSR,PK,PK: Maximum Observed Insulin Lispro Concentration (Cmax),1,0,Insulin
INSR,PK,PK: Maximum Serum Concentration (Cmax) of LY3192767,1,0,Insulin
INSR,PK,Plasma Concentration of Liraglutide,1,0,Insulin
INSR,PK,"Plasma concentrations of degludec, liraglutide",1,0,Insulin
INSR,PK,Plasma concentrations of glibenclamide,1,0,Insulin
INSR,PK,Plasma Concentrations of Liraglutide,1,0,Insulin
INSR,PK,Plasma Glucose Cmax,1,0,Insulin
INSR,PK,Population Estimates of Pharmacokinetic (PK) Parameters: Apparent Clearance [CL/F],1,0,Insulin
INSR,PK,Population Estimates of PK Parameters: Apparent Volume of Distribution [V/F],1,0,Insulin
INSR,PK,Population Estimates of PK Parameters: First-order Absorption Rate Constant [Ka],1,0,Insulin
INSR,PK,Post-infusion Incremental Glucose Area Under the Plasma Concentration Versus Time Curve [AUC0-240 min] Study Part 1,1,0,Insulin
INSR,PK,Post-infusion Incremental Glucose Area Under the Plasma Concentration Versus Time Curve [AUC0-240 min] Study Part 2,1,0,Insulin
INSR,PK,Post-prandial AUC120,1,0,Insulin
INSR,PK,"Postprandial change in and AUC for ADMA (after BF, LU, DI)",1,0,Insulin
INSR,PK,postprandial dynamics of intact proinsulin secretion after standardized test meals (AUC for two hours after dinner),1,0,Insulin
INSR,PK,"Postprandial increase in and AUC for glucose levels (after BF, LU, DI)",1,0,Insulin
INSR,PK,Pramlintide Area Under the Concentration (AUC) Curve,1,0,Insulin
INSR,PK,Pramlintide Cmax,1,0,Insulin
INSR,PK,Primary pharmacodynamics (PD) endpoint:area under the glucose infusion rate curve (AUCGIR)0-12h,1,0,Insulin
INSR,PK,Primary Pharmacokinetic Endpoint - PK 1,1,0,Insulin
INSR,PK,Primary Pharmacokinetic Endpoint - PK 2,1,0,Insulin
INSR,PK,Primary pharmacokinetics (PK) endpoint: area under the insulin concentration curve(AUCins).0-12h,1,0,Insulin
INSR,PK,Primary pharmacokinetics (PK) endpoint: maximum observed insulin concentration(Cins.max),1,0,Insulin
INSR,PK,Primary PK endpoint: area under the insulin concentration curve(AUCins).0-24h,1,0,Insulin
INSR,PK,Primary PK endpoint: maximum observed insulin concentration(Cins.max),1,0,Insulin
INSR,PK,ratio Сmax/AUC0-t,1,0,Insulin
INSR,PK,Receptor occupancy,1,0,Insulin
INSR,PK,Relationship between inflammatory markers and plasma concentrations of IGF-I and IGFBP-1 during hemodialysis,1,0,Insulin
INSR,PK,ROC curves and the area under the curve (AUC) of the ROC curves,1,0,Insulin
INSR,PK,Secondary PD endpoint: areas under the glucose infusion rate curve(AUCGIR).0-12h,1,0,Insulin
INSR,PK,Secondary PD endpoint: areas under the glucose infusion rate curve(AUCGIR).12-24h,1,0,Insulin
INSR,PK,Secondary pharmacodynamics (PD) endpoint: areas under the glucose infusion rate curve(AUCGIR).0-24h,1,0,Insulin
INSR,PK,Secondary pharmacodynamics (PD) endpoint: areas under the glucose infusion rate curve(AUCGIR).12-24h,1,0,Insulin
INSR,PK,Secondary Pharmacokinetic Endpoint - PK 1,1,0,Insulin
INSR,PK,Secondary Pharmacokinetic Endpoint - PK 2,1,0,Insulin
INSR,PK,Secondary Pharmacokinetic Endpoint - PK 3,1,0,Insulin
INSR,PK,Secondary Pharmacokinetic Endpoint - PK 4,1,0,Insulin
INSR,PK,Secondary Pharmacokinetic Endpoint - PK 5,1,0,Insulin
INSR,PK,Secondary pharmacokinetics (PK) endpoint: area under the insulin concentration-time curve (AUCins).12-24h,1,0,Insulin
INSR,PK,Secondary pharmacokinetics (PK) endpoint: area under the insulin concentration-time curve(AUCins).0-24h,1,0,Insulin
INSR,PK,Secondary pharmacokinetics (PK) endpoint: area under the insulin concentration-time curve(AUCins).0-infinity,1,0,Insulin
INSR,PK,Secondary pharmacokinetics (PK) endpoint: terminal elimination half-life (t½),1,0,Insulin
INSR,PK,Secondary pharmacokinetics (PK) endpoint: time(t) 50%-Insulin (INS)(late),1,0,Insulin
INSR,PK,Secondary pharmacokinetics (PK) endpoint: time(t)50%-Insulin (INS)(early),1,0,Insulin
INSR,PK,Secondary pharmacokinetics (PK) endpoint:terminal elimination rate constant of insulin (λz),1,0,Insulin
INSR,PK,Secondary pharmacokinetics (PK) endpoint:time to maximum observed insulin concentration (tmax.ins),1,0,Insulin
INSR,PK,Secondary PK endpoint,1,0,Insulin
INSR,PK,Secondary PK endpoint: area under the insulin concentration-time curve(AUCins).0-12h,1,0,Insulin
INSR,PK,Secondary PK endpoint: area under the insulin concentration-time curve(AUCins).0-infinity,1,0,Insulin
INSR,PK,Secondary PK endpoint: area under the insulin concentration-time curve(AUCins).12-24h,1,0,Insulin
INSR,PK,Secondary PK endpoint: terminal elimination half-life (t½),1,0,Insulin
INSR,PK,Secondary PK endpoint: time(t)50%-INS(early),1,0,Insulin
INSR,PK,Secondary PK endpoint: time(t)50%-INS(late),1,0,Insulin
INSR,PK,Secondary PK endpoint:terminal elimination rate constant of insulin (λz),1,0,Insulin
INSR,PK,Secondary PK endpoint:time to maximum observed insulin concentration (tmax.ins),1,0,Insulin
INSR,PK,Serum blood glucose area under the curve (AUC) at one 4-hour in-clinic meal challenge,1,0,Insulin
INSR,PK,Steady-state Plasma Concentrations of Insulin Degludec and Insulin Detemir on Three Different Visits (Three Different Weeks) During the First 26 Weeks of Treatment,1,0,Insulin
INSR,PK,Study Period: CGM Area Under the Curve (AUC) With Glucose < 70 mg/dL,1,0,Insulin
INSR,PK,Study Period: CGM AUC With Glucose> 140 mg/dL,1,0,Insulin
INSR,PK,T-INSAUC50%,1,0,Insulin
INSR,PK,tCmax,1,0,Insulin
INSR,PK,The area under the body weight standardized glucose infusion rate curve (GIR) within 36 hours (GIR-AUC0-36),1,0,Insulin
INSR,PK,"The Area Under the Curve Calculation (AUC) (Min*mg/dl) in the PPBG and PPGE,",1,0,Insulin
INSR,PK,The area under the insulin glargine concentration curve within 36 hours (INS-AUC0-36) -,1,0,Insulin
INSR,PK,The AUC of blood glucose within 24 hours before delivery,1,0,Insulin
INSR,PK,The difference in glucagon secretion quantified as the difference in plasma glucagon concentration and incremental baseline-subtracted area under the curve (AUC) for plasma glucagon,1,0,Insulin
INSR,PK,The Event Area Under the Curve (AUC) Was Used to Demonstrate the Reduction of Nocturnal Hypoglycemia With the Low Glucose Suspend (LGS) Feature (LGS ON),1,0,Insulin
INSR,PK,The fractional area under the body weight standardized GIR versus time curve from 0 or y to x hours post administration (GIR-AUC0 or Y to X),1,0,Insulin
INSR,PK,The fractional area under the concentration versus time curve from 0 or y to x hours post administration (INS-AUC0 or Y to X),1,0,Insulin
INSR,PK,The maximum concentration (Cmax),1,0,Insulin
INSR,PK,The maximum observed plasma drug concentration (Cmax) will be assessed (Cohort 1),1,0,Insulin
INSR,PK,The maximum observed plasma drug concentration (Cmax) will be assessed (Cohort 3),1,0,Insulin
INSR,PK,The maximum observed plasma drug concentration (Cmax) will be assessed. (Cohort 2),1,0,Insulin
INSR,PK,The QTcF Profile of Oral Moxifloxacin (400 mg) in Healthy Japanese Versus Caucasian Subjects,1,0,Insulin
INSR,PK,The ratio of area under the glucose infusion rate curve (AUCGIR) 0-5 hours to AUCGIR 0-24 hours,1,0,Insulin
INSR,PK,The relative exposure (Cmax and AUC0-120) of insulin from TI Inhalation Powder as delivered,1,0,Insulin
INSR,PK,the unadjusted 6-hour postprandial blood glucose excursion (AUCBG0-6h) following ingestion of a standardized breakfast,1,0,Insulin
INSR,PK,Time to 20% of AUC (t20%-AUC),1,0,Insulin
INSR,PK,Time to 20% of total GIR-AUC0-12h (t20%-GIR-AUC0-12h),1,0,Insulin
INSR,PK,"Time to 50% Cmax, IAsp, the first time point where the insulin aspart concentration equals 50% of Cmax,IAsp",1,0,Insulin
INSR,PK,Time to 50% of INS-AUC0-36 (T50% INS-AUC0-36),1,0,Insulin
INSR,PK,Time to 50% of the GIR-AUC within 24 h (T50%-GIR AUC0-24),1,0,Insulin
INSR,PK,Time to 50% of the GIR-AUC0-36 (T50%-GIR AUC0-36),1,0,Insulin
INSR,PK,Time to Cmax,1,0,Insulin
INSR,PK,Time to Cmax (Tmax ) for lixisenatide,1,0,Insulin
INSR,PK,"Time to fraction of total glucose AUC(10%, 20%)",1,0,Insulin
INSR,PK,"Time to fraction of total insulin AUC (10%, 20%)",1,0,Insulin
INSR,PK,Time to INS-Cmax (INS-tmax),1,0,Insulin
INSR,PK,"Time to late 50% Cmax,IAsp, the last time point where the insulin aspart concentration equals 50% of Cmax,IAsp",1,0,Insulin
INSR,PK,"Time to minimum plasma concentration, NEFA",1,0,Insulin
INSR,PK,Time to reach 50% of GIR-AUC0-36 (T50%-GIR-AUC0-36),1,0,Insulin
INSR,PK,Time to reach 50% of INS-AUC 0-36,1,0,Insulin
INSR,PK,Time to reach 50% of INS-AUC0-24 (T50%-INS-AUC0-24),1,0,Insulin
INSR,PK,Time to reach at least 50% of GIR-AUC0-24 (T50%-GIR-AUC0-24),1,0,Insulin
INSR,PK,Time to reach INS-Cmax (INS-tmax),1,0,Insulin
INSR,PK,To assess the pharmacokinetics on inhaled human insulin in a subgroup of patients,1,0,Insulin
INSR,PK,"To compare the ppGlucmax for all treatments, the ppTGluc-max, the AUCGluc 0-180 and the AUCGluc 0-360, CGluc-baseline for all treatments.",1,0,Insulin
INSR,PK,"To evaluate the pharmacokinetic disposition of serum insulin and serum fumaryl diketopiperazine following dosing with 30 U T/I, as measured via Area Under the Curve serum insulin and AUC 0-480 min serum FDKP",1,0,Insulin
